borough,AD,ED,regs_total_2025,reg_dem,reg_rep,reg_oth
MN,68,056,1896,1386,108,402
MN,68,057,1896,1386,108,402
MN,68,058,1895,1385,108,402
MN,68,059,1895,1385,108,402
MN,68,060,1894,1385,108,401
MN,68,061,1894,1385,108,401
MN,68,062,1894,1385,108,401
MN,68,063,1894,1385,108,401
MN,68,064,1894,1385,108,401
MN,68,065,1894,1385,108,401
MN,68,066,1894,1385,108,401
MN,68,067,1894,1385,108,401
MN,68,068,1894,1385,108,401
MN,68,069,1894,1385,108,401
MN,68,070,1894,1385,108,401
MN,68,071,1894,1385,108,401
MN,68,072,1894,1385,108,401
MN,68,073,1894,1385,108,401
MN,68,074,1894,1385,108,401
MN,68,075,1894,1385,108,401
MN,68,076,1894,1385,108,401
MN,68,077,1894,1385,108,401
MN,68,078,1894,1385,108,401
MN,68,079,1894,1385,108,401
MN,68,080,1894,1385,108,401
MN,68,081,1894,1385,108,401
MN,68,082,1894,1385,108,401
MN,69,001,1133,869,57,207
MN,69,002,1133,869,57,207
MN,69,003,1133,869,57,207
MN,69,004,1133,869,57,207
MN,69,005,1133,869,57,207
MN,69,006,1133,869,57,207
MN,69,007,1133,869,57,207
MN,69,008,1133,869,57,207
MN,69,009,1133,869,57,207
MN,69,010,1133,869,57,207
MN,69,011,1133,869,57,207
MN,69,012,1133,869,57,207
MN,69,013,1133,869,57,207
MN,69,014,1133,869,57,207
MN,69,015,1132,868,57,207
MN,69,016,1132,868,57,207
MN,69,017,1132,868,57,207
MN,69,018,1132,868,57,207
MN,69,019,1132,868,57,207
MN,69,020,1132,868,57,207
MN,69,021,1132,868,57,207
MN,69,022,1132,868,57,207
MN,69,023,1132,868,57,207
MN,69,024,1131,868,57,206
MN,69,025,1131,868,57,206
MN,69,026,1131,868,57,206
MN,69,027,1131,868,57,206
MN,69,028,1131,868,57,206
MN,69,029,1131,868,57,206
MN,69,030,1131,868,57,206
MN,69,031,1131,868,57,206
MN,69,032,1131,868,57,206
MN,69,033,1131,868,57,206
MN,69,034,1131,868,57,206
MN,69,035,1131,868,57,206
MN,69,036,1131,868,57,206
MN,69,037,1131,868,57,206
MN,69,038,1131,868,57,206
MN,69,039,1131,868,57,206
MN,69,040,1131,868,57,206
MN,69,041,1131,868,57,206
MN,69,042,1131,868,57,206
MN,69,043,1131,868,57,206
MN,69,044,1131,868,57,206
MN,69,045,1131,868,57,206
MN,69,046,1131,868,57,206
MN,69,047,1131,868,57,206
MN,69,048,1131,868,57,206
MN,69,049,1131,868,57,206
MN,69,050,1131,868,57,206
MN,69,051,1131,868,57,206
MN,69,052,1131,868,57,206
MN,69,053,1130,868,57,205
MN,69,054,1130,868,57,205
MN,69,055,1129,868,57,204
MN,69,056,1129,868,57,204
MN,69,057,1129,868,57,204
MN,69,058,1129,868,57,204
MN,69,059,1129,868,57,204
MN,69,060,1129,868,57,204
MN,69,061,1129,868,57,204
MN,69,062,1129,868,57,204
MN,69,063,1129,868,57,204
MN,69,064,1128,868,57,203
MN,69,065,1128,868,57,203
MN,69,066,1128,868,57,203
MN,69,067,1128,868,57,203
MN,69,068,1128,868,57,203
MN,69,069,1128,868,57,203
MN,69,070,1128,868,57,203
MN,69,071,1128,868,57,203
MN,69,072,1128,868,57,203
MN,69,073,1128,868,57,203
MN,69,074,1128,868,57,203
MN,69,075,1128,868,57,203
MN,69,076,1128,868,57,203
MN,69,077,1128,868,57,203
MN,69,078,1128,868,57,203
MN,69,079,1127,868,56,203
MN,69,080,1127,868,56,203
MN,69,081,1127,868,56,203
MN,69,082,1127,868,56,203
MN,69,083,1127,868,56,203
MN,69,084,1127,868,56,203
MN,70,001,1287,1008,45,234
MN,70,002,1287,1008,45,234
MN,70,003,1287,1008,45,234
MN,70,004,1287,1008,45,234
MN,70,005,1287,1008,45,234
MN,70,006,1287,1008,45,234
MN,70,007,1287,1008,45,234
MN,70,008,1287,1008,45,234
MN,70,009,1286,1008,44,234
MN,70,010,1286,1008,44,234
MN,70,011,1286,1008,44,234
MN,70,012,1286,1008,44,234
MN,70,013,1286,1008,44,234
MN,70,014,1286,1008,44,234
MN,70,015,1286,1008,44,234
MN,70,016,1286,1008,44,234
MN,70,017,1286,1008,44,234
MN,70,018,1286,1008,44,234
MN,70,019,1286,1008,44,234
MN,70,020,1286,1008,44,234
MN,70,021,1286,1008,44,234
MN,70,022,1286,1008,44,234
MN,70,023,1286,1008,44,234
MN,70,024,1286,1008,44,234
MN,70,025,1285,1008,44,233
MN,70,026,1285,1008,44,233
MN,70,027,1285,1008,44,233
MN,70,028,1285,1008,44,233
MN,70,029,1285,1008,44,233
MN,70,030,1285,1008,44,233
MN,70,031,1284,1007,44,233
MN,70,032,1284,1007,44,233
MN,70,033,1283,1007,44,232
MN,70,034,1283,1007,44,232
MN,70,035,1283,1007,44,232
MN,70,036,1283,1007,44,232
MN,70,037,1283,1007,44,232
MN,70,038,1283,1007,44,232
MN,70,039,1283,1007,44,232
MN,70,040,1283,1007,44,232
MN,70,041,1283,1007,44,232
MN,70,042,1283,1007,44,232
MN,70,043,1283,1007,44,232
MN,70,044,1283,1007,44,232
MN,70,045,1283,1007,44,232
MN,70,046,1283,1007,44,232
MN,70,047,1282,1007,44,231
MN,70,048,1282,1007,44,231
MN,70,049,1282,1007,44,231
MN,70,050,1282,1007,44,231
MN,70,051,1282,1007,44,231
MN,70,052,1282,1007,44,231
MN,70,053,1282,1007,44,231
MN,70,054,1282,1007,44,231
MN,70,055,1282,1007,44,231
MN,70,056,1282,1007,44,231
MN,70,057,1282,1007,44,231
MN,70,058,1282,1007,44,231
MN,70,059,1282,1007,44,231
MN,70,060,1282,1007,44,231
MN,70,061,1282,1007,44,231
MN,70,062,1282,1007,44,231
MN,70,063,1282,1007,44,231
MN,70,064,1282,1007,44,231
MN,70,065,1282,1007,44,231
MN,70,066,1281,1007,44,230
MN,70,067,1281,1007,44,230
MN,70,068,1281,1007,44,230
MN,70,069,1281,1007,44,230
MN,70,070,1281,1007,44,230
MN,70,071,1281,1007,44,230
MN,70,072,1281,1007,44,230
MN,70,073,1281,1007,44,230
MN,70,074,1281,1007,44,230
MN,71,001,4553,3546,184,823
MN,71,002,4553,3546,184,823
MN,71,003,4553,3546,184,823
MN,71,004,4553,3546,184,823
MN,71,005,4553,3546,184,823
MN,71,006,4553,3546,184,823
MN,71,007,4553,3546,184,823
MN,71,008,4552,3546,184,822
MN,71,009,4552,3546,184,822
MN,71,010,4552,3546,184,822
MN,71,011,4552,3546,184,822
MN,71,012,4552,3546,184,822
MN,71,013,4552,3546,184,822
MN,71,014,4552,3546,184,822
MN,71,015,4552,3546,184,822
MN,71,016,4552,3546,184,822
MN,71,017,4551,3546,184,821
MN,71,018,4551,3546,184,821
MN,71,019,4551,3546,184,821
MN,71,020,4550,3546,184,820
MN,71,021,4550,3546,184,820
MN,71,022,4550,3546,184,820
MN,71,023,4550,3546,184,820
MN,71,024,4550,3546,184,820
MN,71,025,4550,3546,184,820
MN,71,026,4550,3546,184,820
MN,71,027,4550,3546,184,820
MN,71,028,4550,3546,184,820
MN,71,029,4550,3546,184,820
MN,71,030,4550,3546,184,820
MN,71,031,4550,3546,184,820
MN,71,032,4550,3546,184,820
MN,71,033,4550,3546,184,820
MN,71,034,4549,3546,184,819
MN,71,035,4549,3546,184,819
MN,71,036,4548,3546,183,819
MN,71,037,4548,3546,183,819
MN,71,038,4548,3546,183,819
MN,71,039,4548,3546,183,819
MN,71,040,4548,3546,183,819
MN,71,041,4548,3546,183,819
MN,71,042,4548,3546,183,819
MN,71,043,4548,3546,183,819
MN,71,044,4548,3546,183,819
MN,71,045,4548,3546,183,819
MN,71,046,4548,3546,183,819
MN,71,047,4548,3546,183,819
MN,71,048,4548,3546,183,819
MN,71,049,4548,3546,183,819
MN,71,050,4548,3546,183,819
MN,71,051,4548,3546,183,819
MN,71,052,4548,3546,183,819
MN,71,053,4548,3546,183,819
MN,71,054,4548,3546,183,819
MN,71,055,4548,3546,183,819
MN,71,056,4548,3546,183,819
MN,71,057,4548,3546,183,819
MN,71,058,4548,3546,183,819
MN,71,059,4548,3546,183,819
MN,71,060,4548,3546,183,819
MN,71,061,4548,3546,183,819
MN,71,062,4548,3546,183,819
MN,71,063,4548,3546,183,819
MN,71,064,4548,3546,183,819
MN,71,065,4548,3546,183,819
MN,71,066,4547,3545,183,819
MN,71,067,4547,3545,183,819
MN,71,068,4547,3545,183,819
MN,71,069,4547,3545,183,819
MN,71,070,4547,3545,183,819
MN,71,071,4547,3545,183,819
MN,72,001,3057,2306,178,573
MN,72,002,3057,2306,178,573
MN,72,003,3057,2306,178,573
MN,72,004,3056,2306,178,572
MN,72,005,3056,2306,178,572
MN,72,006,3056,2306,178,572
MN,72,007,3056,2306,178,572
MN,72,008,3056,2306,178,572
MN,72,009,3056,2306,178,572
MN,72,010,3056,2306,178,572
MN,72,011,3056,2306,178,572
MN,72,012,3056,2306,178,572
MN,72,013,3056,2306,178,572
MN,72,014,3056,2306,178,572
MN,72,015,3056,2306,178,572
MN,72,016,3056,2306,178,572
MN,72,017,3056,2306,178,572
MN,72,018,3056,2306,178,572
MN,72,019,3056,2306,178,572
MN,72,020,3056,2306,178,572
MN,72,021,3055,2306,178,571
MN,72,022,3055,2306,178,571
MN,72,023,3055,2306,178,571
MN,72,024,3055,2306,178,571
MN,72,025,3055,2306,178,571
MN,72,026,3055,2306,178,571
MN,72,027,3055,2306,178,571
MN,72,028,3055,2306,178,571
MN,72,029,3055,2306,178,571
MN,72,030,3055,2306,178,571
MN,72,031,3054,2306,178,570
MN,72,032,3054,2306,178,570
MN,72,033,3054,2306,178,570
MN,72,034,3054,2306,178,570
MN,72,035,3054,2306,178,570
MN,72,036,3054,2306,178,570
MN,72,037,3054,2306,178,570
MN,72,038,3054,2306,178,570
MN,72,039,3054,2306,178,570
MN,72,040,3054,2306,178,570
MN,72,041,3052,2305,178,569
MN,72,042,3052,2305,178,569
MN,72,043,3052,2305,178,569
MN,72,044,3052,2305,178,569
MN,72,045,3052,2305,178,569
MN,72,046,3052,2305,178,569
MN,72,047,3052,2305,178,569
MN,72,048,3052,2305,178,569
MN,72,049,3052,2305,178,569
MN,72,050,3052,2305,178,569
MN,72,051,3052,2305,178,569
MN,72,052,3052,2305,178,569
MN,72,053,3052,2305,178,569
MN,72,054,3052,2305,178,569
MN,72,055,3052,2305,178,569
MN,72,056,3052,2305,178,569
MN,72,057,3051,2305,177,569
MN,72,058,3051,2305,177,569
MN,72,059,3051,2305,177,569
MN,72,060,3051,2305,177,569
MN,72,061,3051,2305,177,569
MN,72,062,3051,2305,177,569
MN,72,063,3051,2305,177,569
MN,72,064,3051,2305,177,569
MN,72,065,3051,2305,177,569
MN,72,066,3051,2305,177,569
MN,73,001,1313,765,191,357
MN,73,002,1313,765,191,357
MN,73,003,1313,765,191,357
MN,73,004,1313,765,191,357
MN,73,005,1313,765,191,357
MN,73,006,1313,765,191,357
MN,73,007,1313,765,191,357
MN,73,008,1313,765,191,357
MN,73,009,1313,765,191,357
MN,73,010,1313,765,191,357
MN,73,011,1313,765,191,357
MN,73,012,1313,765,191,357
MN,73,013,1313,765,191,357
MN,73,014,1313,765,191,357
MN,73,015,1313,765,191,357
MN,73,016,1313,765,191,357
MN,73,017,1313,765,191,357
MN,73,018,1313,765,191,357
MN,73,019,1313,765,191,357
MN,73,020,1313,765,191,357
MN,73,021,1313,765,191,357
MN,73,022,1313,765,191,357
MN,73,023,1313,765,191,357
MN,73,024,1313,765,191,357
MN,73,025,1313,765,191,357
MN,73,026,1313,765,191,357
MN,73,027,1313,765,191,357
MN,73,028,1313,765,191,357
MN,73,029,1313,765,191,357
MN,73,030,1313,765,191,357
MN,73,031,1313,765,191,357
MN,73,032,1313,765,191,357
MN,73,033,1313,765,191,357
MN,73,034,1313,765,191,357
MN,73,035,1313,765,191,357
MN,73,036,1313,765,191,357
MN,73,037,1313,765,191,357
MN,73,038,1313,765,191,357
MN,73,039,1313,765,191,357
MN,73,040,1313,765,191,357
MN,73,041,1313,765,191,357
MN,73,042,1313,765,191,357
MN,73,043,1313,765,191,357
MN,73,044,1312,765,191,356
MN,73,045,1311,765,191,355
MN,73,046,1311,765,191,355
MN,73,047,1311,765,191,355
MN,73,048,1311,765,191,355
MN,73,049,1311,765,191,355
MN,73,050,1311,765,191,355
MN,73,051,1311,765,191,355
MN,73,052,1310,765,191,354
MN,73,053,1310,765,191,354
MN,73,054,1310,765,191,354
MN,73,055,1310,765,191,354
MN,73,056,1310,765,191,354
MN,73,057,1310,765,191,354
MN,73,058,1310,765,191,354
MN,73,059,1309,764,191,354
MN,73,060,1309,764,191,354
MN,73,061,1309,764,191,354
MN,73,062,1309,764,191,354
MN,73,063,1308,764,190,354
MN,73,064,1308,764,190,354
MN,73,065,1308,764,190,354
MN,73,066,1308,764,190,354
MN,73,067,1307,764,190,353
MN,73,068,1307,764,190,353
MN,73,069,1307,764,190,353
MN,73,070,1307,764,190,353
MN,73,071,1307,764,190,353
MN,73,072,1307,764,190,353
MN,74,001,1256,846,109,301
MN,74,002,1256,846,109,301
MN,74,003,1256,846,109,301
MN,74,004,1256,846,109,301
MN,74,005,1256,846,109,301
MN,74,006,1256,846,109,301
MN,74,007,1256,846,109,301
MN,74,008,1256,846,109,301
MN,74,009,1256,846,109,301
MN,74,010,1256,846,109,301
MN,74,011,1256,846,109,301
MN,74,012,1256,846,109,301
MN,74,013,1256,846,109,301
MN,74,014,1256,846,109,301
MN,74,015,1256,846,109,301
MN,74,016,1256,846,109,301
MN,74,017,1256,846,109,301
MN,74,018,1256,846,109,301
MN,74,019,1256,846,109,301
MN,74,020,1256,846,109,301
MN,74,021,1256,846,109,301
MN,74,022,1256,846,109,301
MN,74,023,1256,846,109,301
MN,74,024,1256,846,109,301
MN,74,025,1256,846,109,301
MN,74,026,1255,846,109,300
MN,74,027,1255,846,109,300
MN,74,028,1255,846,109,300
MN,74,029,1255,846,109,300
MN,74,030,1255,846,109,300
MN,74,031,1254,846,109,299
MN,74,032,1254,846,109,299
MN,74,033,1253,846,109,298
MN,74,034,1253,846,109,298
MN,74,035,1253,846,109,298
MN,74,036,1252,845,109,298
MN,74,037,1252,845,109,298
MN,74,038,1252,845,109,298
MN,74,039,1251,845,109,297
MN,74,040,1251,845,109,297
MN,74,041,1251,845,109,297
MN,74,042,1251,845,109,297
MN,74,043,1251,845,109,297
MN,74,044,1251,845,109,297
MN,74,045,1251,845,109,297
MN,74,046,1251,845,109,297
MN,74,047,1251,845,109,297
MN,74,048,1250,845,108,297
MN,74,049,1250,845,108,297
MN,74,050,1250,845,108,297
MN,74,051,1250,845,108,297
MN,74,052,1250,845,108,297
MN,74,053,1250,845,108,297
MN,74,054,1250,845,108,297
MN,74,055,1250,845,108,297
MN,74,056,1250,845,108,297
MN,74,057,1250,845,108,297
MN,74,058,1250,845,108,297
MN,74,059,1250,845,108,297
MN,74,060,1250,845,108,297
MN,74,061,1250,845,108,297
MN,74,062,1250,845,108,297
MN,74,063,1250,845,108,297
MN,74,064,1250,845,108,297
MN,74,065,1250,845,108,297
MN,74,066,1250,845,108,297
MN,74,067,1250,845,108,297
MN,74,068,1250,845,108,297
MN,74,069,1250,845,108,297
MN,74,070,1250,845,108,297
MN,75,001,7759,5179,702,1878
MN,75,002,7759,5179,702,1878
MN,75,003,7759,5179,702,1878
MN,75,004,7759,5179,702,1878
MN,75,005,7759,5179,702,1878
MN,75,006,7759,5179,702,1878
MN,75,007,7759,5179,702,1878
MN,75,008,7759,5179,702,1878
MN,75,009,7759,5179,702,1878
MN,75,010,7759,5179,702,1878
MN,75,011,7759,5179,702,1878
MN,75,012,7759,5179,702,1878
MN,75,013,7759,5179,702,1878
MN,75,014,7759,5179,702,1878
MN,75,015,7759,5179,702,1878
MN,75,016,7759,5179,702,1878
MN,75,017,7759,5179,702,1878
MN,75,018,7759,5179,702,1878
MN,75,019,7758,5179,702,1877
MN,75,020,7758,5179,702,1877
MN,75,021,7758,5179,702,1877
MN,75,022,7758,5179,702,1877
MN,75,023,7758,5179,702,1877
MN,75,024,7758,5179,702,1877
MN,75,025,7758,5179,702,1877
MN,75,026,7758,5179,702,1877
MN,75,027,7758,5179,702,1877
MN,75,028,7758,5179,702,1877
MN,75,029,7758,5179,702,1877
MN,75,030,7758,5179,702,1877
MN,75,031,7758,5179,702,1877
MN,75,032,7758,5179,702,1877
MN,75,033,7758,5179,702,1877
MN,75,034,7758,5179,702,1877
MN,75,035,7758,5179,702,1877
MN,75,036,7758,5179,702,1877
MN,75,037,7758,5179,702,1877
MN,75,038,7758,5179,702,1877
MN,75,039,7758,5179,702,1877
MN,75,040,7757,5178,702,1877
MN,75,041,7757,5178,702,1877
MN,75,042,7757,5178,702,1877
MN,75,043,7756,5178,701,1877
MN,75,044,7756,5178,701,1877
MN,75,045,7756,5178,701,1877
MN,75,046,7756,5178,701,1877
MN,75,047,7756,5178,701,1877
MN,75,048,7755,5178,701,1876
MN,75,049,7755,5178,701,1876
MN,75,050,7755,5178,701,1876
MN,75,051,7755,5178,701,1876
MN,75,052,7755,5178,701,1876
MN,75,053,7755,5178,701,1876
MN,75,054,7754,5178,701,1875
MN,75,055,7754,5178,701,1875
MN,75,056,7754,5178,701,1875
MN,75,057,7754,5178,701,1875
MN,75,058,7754,5178,701,1875
MN,75,059,7754,5178,701,1875
MN,75,060,7754,5178,701,1875
MN,75,061,7754,5178,701,1875
MN,75,062,7753,5178,701,1874
MN,75,063,7753,5178,701,1874
MN,75,064,7753,5178,701,1874
MN,75,065,7753,5178,701,1874
MN,75,066,7753,5178,701,1874
MN,75,067,7753,5178,701,1874
MN,75,068,7753,5178,701,1874
MN,75,069,7753,5178,701,1874
MN,75,070,7753,5178,701,1874
MN,75,071,7753,5178,701,1874
MN,76,001,3042,1924,348,770
MN,76,002,3041,1924,348,769
MN,76,003,3041,1924,348,769
MN,76,004,3041,1924,348,769
MN,76,005,3040,1923,348,769
MN,76,006,3040,1923,348,769
MN,76,007,3040,1923,348,769
MN,76,008,3040,1923,348,769
MN,76,009,3040,1923,348,769
MN,76,010,3040,1923,348,769
MN,76,011,3040,1923,348,769
MN,76,012,3040,1923,348,769
MN,76,013,3040,1923,348,769
MN,76,014,3040,1923,348,769
MN,76,015,3040,1923,348,769
MN,76,016,3040,1923,348,769
MN,76,017,3040,1923,348,769
MN,76,018,3040,1923,348,769
MN,76,019,3040,1923,348,769
MN,76,020,3040,1923,348,769
MN,76,021,3040,1923,348,769
MN,76,022,3040,1923,348,769
MN,76,023,3040,1923,348,769
MN,76,024,3039,1923,348,768
MN,76,025,3039,1923,348,768
MN,76,026,3039,1923,348,768
MN,76,027,3039,1923,348,768
MN,76,028,3039,1923,348,768
MN,76,029,3039,1923,348,768
MN,76,030,3038,1923,348,767
MN,76,031,3038,1923,348,767
MN,76,032,3038,1923,348,767
MN,76,033,3038,1923,348,767
MN,76,034,3038,1923,348,767
MN,76,035,3038,1923,348,767
MN,76,036,3038,1923,348,767
MN,76,037,3038,1923,348,767
MN,76,038,3038,1923,348,767
MN,76,039,3038,1923,348,767
MN,76,040,3038,1923,348,767
MN,76,041,3038,1923,348,767
MN,76,042,3038,1923,348,767
MN,76,043,3038,1923,348,767
MN,76,044,3038,1923,348,767
MN,76,045,3038,1923,348,767
MN,76,046,3038,1923,348,767
MN,76,047,3038,1923,348,767
MN,76,048,3038,1923,348,767
MN,76,049,3038,1923,348,767
MN,76,050,3038,1923,348,767
MN,76,051,3038,1923,348,767
MN,76,052,3038,1923,348,767
MN,76,053,3038,1923,348,767
MN,76,054,3037,1923,348,766
MN,76,055,3037,1923,348,766
MN,76,056,3037,1923,348,766
MN,76,057,3037,1923,348,766
MN,76,058,3037,1923,348,766
MN,76,059,3037,1923,348,766
MN,76,060,3037,1923,348,766
MN,76,061,3037,1923,348,766
MN,76,062,3036,1923,347,766
MN,76,063,3036,1923,347,766
MN,76,064,3036,1923,347,766
MN,76,065,3036,1923,347,766
MN,76,066,3036,1923,347,766
MN,76,067,3036,1923,347,766
MN,76,068,3036,1923,347,766
QN,23,001,1106,576,245,285
QN,23,002,1105,576,244,285
QN,23,003,1105,576,244,285
QN,23,004,1105,576,244,285
QN,23,005,1104,576,244,284
QN,23,006,1104,576,244,284
QN,23,007,1104,576,244,284
QN,23,008,1104,576,244,284
QN,23,009,1104,576,244,284
QN,23,010,1104,576,244,284
QN,23,011,1104,576,244,284
QN,23,012,1104,576,244,284
QN,23,013,1104,576,244,284
QN,23,014,1103,575,244,284
QN,23,015,1103,575,244,284
QN,23,016,1103,575,244,284
QN,23,017,1103,575,244,284
QN,23,018,1103,575,244,284
QN,23,019,1103,575,244,284
QN,23,020,1103,575,244,284
QN,23,021,1103,575,244,284
QN,23,022,1103,575,244,284
QN,23,023,1103,575,244,284
QN,23,024,1103,575,244,284
QN,23,025,1103,575,244,284
QN,23,026,1103,575,244,284
QN,23,027,1103,575,244,284
QN,23,028,1103,575,244,284
QN,23,029,1103,575,244,284
QN,23,030,1102,575,244,283
QN,23,031,1102,575,244,283
QN,23,032,1102,575,244,283
QN,23,033,1102,575,244,283
QN,23,034,1102,575,244,283
QN,23,035,1102,575,244,283
QN,23,036,1102,575,244,283
QN,23,037,1102,575,244,283
QN,23,038,1102,575,244,283
QN,23,039,1102,575,244,283
QN,23,040,1102,575,244,283
QN,23,041,1102,575,244,283
QN,23,042,1102,575,244,283
QN,23,043,1101,575,244,282
QN,23,044,1101,575,244,282
QN,23,045,1101,575,244,282
QN,23,046,1101,575,244,282
QN,23,047,1101,575,244,282
QN,23,048,1101,575,244,282
QN,23,049,1101,575,244,282
QN,23,050,1101,575,244,282
QN,23,051,1101,575,244,282
QN,23,052,1101,575,244,282
QN,23,053,1101,575,244,282
QN,23,054,1101,575,244,282
QN,23,055,1101,575,244,282
QN,23,056,1101,575,244,282
QN,23,057,1101,575,244,282
QN,23,058,1101,575,244,282
QN,23,059,1101,575,244,282
QN,23,060,1101,575,244,282
QN,23,061,1101,575,244,282
QN,23,062,1101,575,244,282
QN,23,063,1101,575,244,282
QN,23,064,1100,575,244,281
QN,23,065,1100,575,244,281
QN,23,066,1100,575,244,281
QN,23,067,1100,575,244,281
QN,23,068,1100,575,244,281
QN,23,069,1100,575,244,281
QN,23,070,1100,575,244,281
QN,23,071,1100,575,244,281
QN,23,072,1100,575,244,281
QN,23,073,1100,575,244,281
QN,23,074,1100,575,244,281
QN,24,001,1167,697,141,329
QN,24,002,1167,697,141,329
QN,24,003,1167,697,141,329
QN,24,004,1167,697,141,329
QN,24,005,1167,697,141,329
QN,24,006,1167,697,141,329
QN,24,007,1167,697,141,329
QN,24,008,1167,697,141,329
QN,24,009,1167,697,141,329
QN,24,010,1167,697,141,329
QN,24,011,1166,696,141,329
QN,24,012,1166,696,141,329
QN,24,013,1166,696,141,329
QN,24,014,1166,696,141,329
QN,24,015,1166,696,141,329
QN,24,016,1166,696,141,329
QN,24,017,1166,696,141,329
QN,24,018,1166,696,141,329
QN,24,019,1166,696,141,329
QN,24,020,1166,696,141,329
QN,24,021,1166,696,141,329
QN,24,022,1166,696,141,329
QN,24,023,1166,696,141,329
QN,24,024,1166,696,141,329
QN,24,025,1166,696,141,329
QN,24,026,1166,696,141,329
QN,24,027,1166,696,141,329
QN,24,028,1166,696,141,329
QN,24,029,1165,696,141,328
QN,24,030,1165,696,141,328
QN,24,031,1165,696,141,328
QN,24,032,1165,696,141,328
QN,24,033,1165,696,141,328
QN,24,034,1165,696,141,328
QN,24,035,1165,696,141,328
QN,24,036,1164,696,141,327
QN,24,037,1164,696,141,327
QN,24,038,1164,696,141,327
QN,24,039,1164,696,141,327
QN,24,040,1164,696,141,327
QN,24,041,1163,696,141,326
QN,24,042,1163,696,141,326
QN,24,043,1163,696,141,326
QN,24,044,1163,696,141,326
QN,24,045,1163,696,141,326
QN,24,046,1163,696,141,326
QN,24,047,1163,696,141,326
QN,24,048,1163,696,141,326
QN,24,049,1163,696,141,326
QN,24,050,1163,696,141,326
QN,24,051,1163,696,141,326
QN,24,052,1163,696,141,326
QN,24,053,1163,696,141,326
QN,24,054,1163,696,141,326
QN,24,055,1162,696,141,325
QN,24,056,1162,696,141,325
QN,24,057,1162,696,141,325
QN,24,058,1162,696,141,325
QN,24,059,1162,696,141,325
QN,24,060,1162,696,141,325
QN,24,061,1162,696,141,325
QN,24,062,1161,696,140,325
QN,24,063,1161,696,140,325
QN,24,064,1161,696,140,325
QN,24,065,1161,696,140,325
QN,24,066,1161,696,140,325
QN,25,001,1348,703,206,439
QN,25,002,1348,703,206,439
QN,25,003,1348,703,206,439
QN,25,004,1348,703,206,439
QN,25,005,1348,703,206,439
QN,25,006,1348,703,206,439
QN,25,007,1348,703,206,439
QN,25,008,1348,703,206,439
QN,25,009,1348,703,206,439
QN,25,010,1347,703,206,438
QN,25,011,1347,703,206,438
QN,25,012,1347,703,206,438
QN,25,013,1347,703,206,438
QN,25,014,1347,703,206,438
QN,25,015,1347,703,206,438
QN,25,016,1347,703,206,438
QN,25,017,1347,703,206,438
QN,25,018,1347,703,206,438
QN,25,019,1347,703,206,438
QN,25,020,1345,702,206,437
QN,25,021,1345,702,206,437
QN,25,022,1345,702,206,437
QN,25,023,1345,702,206,437
QN,25,024,1345,702,206,437
QN,25,025,1345,702,206,437
QN,25,026,1345,702,206,437
QN,25,027,1345,702,206,437
QN,25,028,1345,702,206,437
QN,25,029,1345,702,206,437
QN,25,030,1345,702,206,437
QN,25,031,1345,702,206,437
QN,25,032,1344,702,206,436
QN,25,033,1343,702,205,436
QN,25,034,1343,702,205,436
QN,25,035,1343,702,205,436
QN,25,036,1343,702,205,436
QN,25,037,1343,702,205,436
QN,25,038,1342,702,205,435
QN,25,039,1342,702,205,435
QN,25,040,1342,702,205,435
QN,25,041,1342,702,205,435
QN,25,042,1342,702,205,435
QN,25,043,1342,702,205,435
QN,25,044,1342,702,205,435
QN,25,045,1342,702,205,435
QN,25,046,1342,702,205,435
QN,25,047,1342,702,205,435
QN,25,048,1342,702,205,435
QN,25,049,1342,702,205,435
QN,26,001,1270,644,239,387
QN,26,002,1270,644,239,387
QN,26,003,1270,644,239,387
QN,26,004,1270,644,239,387
QN,26,005,1270,644,239,387
QN,26,006,1269,644,239,386
QN,26,007,1267,643,239,385
QN,26,008,1267,643,239,385
QN,26,009,1267,643,239,385
QN,26,010,1267,643,239,385
QN,26,011,1267,643,239,385
QN,26,012,1266,643,239,384
QN,26,013,1266,643,239,384
QN,26,014,1266,643,239,384
QN,26,015,1265,643,238,384
QN,26,016,1265,643,238,384
QN,26,017,1265,643,238,384
QN,26,018,1265,643,238,384
QN,26,019,1265,643,238,384
QN,26,020,1265,643,238,384
QN,26,021,1265,643,238,384
QN,26,022,1265,643,238,384
QN,26,023,1265,643,238,384
QN,26,024,1265,643,238,384
QN,26,025,1265,643,238,384
QN,26,026,1265,643,238,384
QN,26,027,1265,643,238,384
QN,26,028,1265,643,238,384
QN,26,029,1265,643,238,384
QN,26,030,1265,643,238,384
QN,26,031,1265,643,238,384
QN,26,032,1265,643,238,384
QN,26,033,1265,643,238,384
QN,26,034,1265,643,238,384
QN,26,035,1265,643,238,384
QN,26,036,1265,643,238,384
QN,26,037,1265,643,238,384
QN,26,038,1265,643,238,384
QN,26,039,1265,643,238,384
QN,26,040,1265,643,238,384
QN,26,041,1265,643,238,384
QN,26,042,1265,643,238,384
QN,26,043,1265,643,238,384
QN,26,044,1265,643,238,384
QN,26,045,1265,643,238,384
QN,26,046,1265,643,238,384
QN,26,047,1264,643,238,383
QN,26,048,1264,643,238,383
QN,26,049,1264,643,238,383
QN,26,050,1264,643,238,383
QN,26,051,1264,643,238,383
QN,26,052,1264,643,238,383
