ED,AD,borough,neighborhood,ev25_total,ev_rate,ev_weight,ev_party_dem,ev_party_rep,ev_party_oth
60,52,BK,Boerum Hill,178,0.1,0.00024308870142835098,0.8651685393258427,0.028089887640449437,0.0
1,71,MN,Inwood,329,0.19,0.0004493043975838622,0.8814589665653495,0.0364741641337386,0.0060790273556231
20,41,BK,Midwood,399,0.36,0.0005449010779208541,0.6691729323308271,0.22055137844611528,0.002506265664160401
62,82,BX,Co-op City,281,0.18,0.0003837523882099248,0.8612099644128114,0.042704626334519574,0.021352313167259787
52,68,MN,Upper East Side,307,0.26,0.0004192597266208076,0.7100977198697068,0.1270358306188925,0.009771986970684038
36,81,BX,North Riverdale,209,0.22,0.00028542437414901884,0.7799043062200957,0.06698564593301436,0.0430622009569378
54,57,BK,Prospect Heights,328,0.27,0.0004479387307219052,0.9390243902439024,0.003048780487804878,0.003048780487804878
49,23,QN,Howard Beach,199,0.11,0.00027176770552944857,0.5628140703517588,0.23115577889447236,0.02512562814070352
47,59,BK,Mill Basin,354,0.29,0.0004834460691327879,0.3220338983050847,0.4689265536723164,0.01694915254237288
13,45,BK,Gravesend,270,0.34,0.00036873005272839755,0.662962962962963,0.21851851851851853,0.011111111111111112
33,55,BK,Brownsville,66,0.04,9.013401288916385e-05,0.8787878787878788,0.045454545454545456,0.015151515151515152
2,77,BX,Highbridge,168,0.1,0.00022943203280878068,0.8571428571428571,0.05357142857142857,0.011904761904761904
11,74,MN,Gramercy,568,0.29,0.0007756987775915918,0.7746478873239436,0.07042253521126761,0.02640845070422535
10,62,SI,Prince's Bay,403,0.23,0.0005503637453686823,0.23325062034739455,0.5607940446650124,0.04218362282878412
14,34,QN,Astoria,340,0.17,0.0004643267330653895,0.7088235294117647,0.1264705882352941,0.011764705882352941
11,54,BK,East New York,52,0.05,7.101467682176546e-05,0.9615384615384616,0.0,0.0
20,30,QN,Woodside,146,0.14,0.00019938736184572608,0.726027397260274,0.07534246575342465,0.0
19,40,QN,Flushing,107,0.08,0.000146126354229402,0.6728971962616822,0.14018691588785046,0.018691588785046728
54,60,BK,East New York,55,0.03,7.511167740763654e-05,0.9090909090909091,0.03636363636363636,0.0
40,78,BX,Bedford Park,92,0.08,0.00012564135130004657,0.7282608695652174,0.06521739130434782,0.021739130434782608
43,69,MN,Upper West Side,501,0.34,0.000684199097840471,0.8502994011976048,0.021956087824351298,0.007984031936127744
19,80,BX,Morris Park,106,0.1,0.00014476068736744496,0.6415094339622641,0.16981132075471697,0.0
44,27,QN,Whitestone,299,0.21,0.00040833439172515134,0.35785953177257523,0.45484949832775917,0.020066889632107024
14,63,SI,Silver Lake,344,0.27,0.0004697894005132176,0.4680232558139535,0.3488372093023256,0.011627906976744186
52,81,BX,Wakefield,88,0.08,0.00012017868385221845,0.8863636363636364,0.022727272727272728,0.0
24,31,QN,Rosedale,25,0.04,3.41416715489257e-05,0.92,0.0,0.04
41,75,MN,Chelsea,425,0.26,0.0005804084163317369,0.7129411764705882,0.09176470588235294,0.018823529411764704
31,76,MN,Yorkville,587,0.39,0.0008016464479687754,0.6950596252129472,0.12947189097103917,0.015332197614991482
53,59,BK,Marine Park,298,0.28,0.0004069687248631943,0.5704697986577181,0.28859060402684567,0.013422818791946308
35,78,BX,Fordham,126,0.08,0.00017207402460658552,0.8095238095238095,0.06349206349206349,0.007936507936507936
75,69,MN,Upper West Side,377,0.32,0.0005148564069577995,0.8063660477453581,0.0610079575596817,0.015915119363395226
61,75,MN,Chelsea,43,0.04,5.87236750641522e-05,0.813953488372093,0.09302325581395349,0.0
29,76,MN,Upper East Side,436,0.38,0.0005954307518132642,0.658256880733945,0.11009174311926606,0.01834862385321101
31,43,BK,Prospect Lefferts Gardens,369,0.22,0.0005039310720621434,0.9376693766937669,0.005420054200542005,0.0027100271002710027
38,52,BK,Boerum Hill,135,0.21,0.00018436502636419878,0.8814814814814815,0.022222222222222223,0.0
8,66,MN,West Village,274,0.18,0.00037419272017622565,0.7372262773722628,0.072992700729927,0.021897810218978103
11,68,MN,East Harlem,191,0.14,0.00026084237063379233,0.837696335078534,0.03664921465968586,0.015706806282722512
34,61,SI,Port Richmond,153,0.11,0.00020894702987942529,0.7516339869281046,0.13071895424836602,0.0196078431372549
5,27,QN,Forest Hills,294,0.16,0.00040150605741536623,0.7074829931972789,0.0782312925170068,0.023809523809523808
20,85,BX,Soundview,111,0.08,0.0001515890216772301,0.963963963963964,0.0,0.009009009009009009
14,29,QN,Laurelton,129,0.07,0.0001761710251924566,0.9069767441860465,0.007751937984496124,0.023255813953488372
44,74,MN,Midtown South,227,0.2,0.00031000637766424535,0.5903083700440529,0.11894273127753303,0.013215859030837005
1,77,BX,Highbridge,101,0.06,0.00013793235305765983,0.9108910891089109,0.009900990099009901,0.019801980198019802
1,32,QN,Briarwood,8,0.04,1.0925334895656223e-05,0.75,0.0,0.0
33,37,QN,Sunnyside,251,0.24,0.00034278238235121403,0.7569721115537849,0.05976095617529881,0.03187250996015936
30,50,BK,Williamsburg,182,0.12,0.00024855136887617907,0.7472527472527473,0.06043956043956044,0.005494505494505495
13,39,QN,Elmhurst,81,0.12,0.00011061901581851926,0.6419753086419753,0.12345679012345678,0.012345679012345678
38,76,MN,Yorkville,269,0.21,0.0003673643858664405,0.7434944237918215,0.07434944237918216,0.022304832713754646
3,69,MN,West Harlem,44,0.04,6.0089341926109226e-05,0.75,0.022727272727272728,0.0
13,79,BX,Claremont,26,0.02,3.550733841088273e-05,0.7692307692307693,0.07692307692307693,0.0
64,32,QN,Rochdale,82,0.08,0.0001119846826804763,0.8536585365853658,0.04878048780487805,0.036585365853658534
5,82,BX,Throgs Neck,127,0.12,0.00017343969146854256,0.5275590551181102,0.2677165354330709,0.023622047244094488
28,43,BK,Crown Heights,210,0.2,0.00028679004101097585,0.7523809523809524,0.1619047619047619,0.004761904761904762
15,35,QN,East Elmhurst,131,0.09,0.00017890235891637065,0.8778625954198473,0.03816793893129771,0.007633587786259542
26,81,BX,Riverdale,254,0.19,0.0003468793829370851,0.7913385826771654,0.06692913385826772,0.003937007874015748
5,57,BK,Navy Yard,31,0.04,4.233567272066787e-05,0.8709677419354839,0.03225806451612903,0.0
33,27,QN,College Point,84,0.05,0.00011471601640439034,0.5595238095238095,0.16666666666666666,0.0
13,35,QN,Corona,51,0.03,6.964900995980842e-05,0.7647058823529411,0.0784313725490196,0.0196078431372549
35,72,MN,Washington Heights,106,0.08,0.00014476068736744496,0.9056603773584906,0.02830188679245283,0.0
13,81,BX,Kingsbridge,12,0.07,1.6388002343484334e-05,0.8333333333333334,0.0,0.0
16,53,BK,Bushwick,231,0.14,0.00031546904511207344,0.8917748917748918,0.03463203463203463,0.004329004329004329
21,54,BK,Cypress Hills,16,0.02,2.1850669791312446e-05,0.8125,0.0,0.0625
15,33,QN,Queens Village,180,0.13,0.00024582003515226505,0.7555555555555555,0.07777777777777778,0.005555555555555556
3,81,BX,Kingsbridge,48,0.05,6.555200937393733e-05,0.8125,0.041666666666666664,0.0
47,56,BK,Bedford Stuyvesant,212,0.13,0.0002895213747348899,0.9481132075471698,0.0047169811320754715,0.0
65,44,BK,Ditmas Park,106,0.1,0.00014476068736744496,0.8867924528301887,0.02830188679245283,0.0
30,61,SI,Port Richmond,112,0.07,0.00015295468853918713,0.7857142857142857,0.05357142857142857,0.008928571428571428
34,74,MN,Lower East Side,181,0.1,0.00024718570201422206,0.8839779005524862,0.016574585635359115,0.0055248618784530384
33,84,BX,Mott Haven,16,0.02,2.1850669791312446e-05,0.6875,0.3125,0.0
43,29,QN,Jamaica Hills,99,0.06,0.00013520101933374575,0.696969696969697,0.0707070707070707,0.0
53,55,BK,Crown Heights,136,0.08,0.00018573069322615579,0.9338235294117647,0.0,0.0
27,58,BK,East Flatbush,145,0.11,0.00019802169498376904,0.9172413793103448,0.0,0.013793103448275862
18,67,MN,Upper West Side,433,0.27,0.0005913337512273931,0.8221709006928406,0.03695150115473441,0.004618937644341801
45,42,BK,Flatbush,220,0.21,0.00030044670963054617,0.8909090909090909,0.013636363636363636,0.013636363636363636
12,58,BK,East Flatbush,118,0.09,0.0001611486897109293,0.8559322033898306,0.025423728813559324,0.00847457627118644
52,70,MN,Central Harlem,20,0.02,2.7313337239140558e-05,0.55,0.15,0.05
58,69,MN,Upper West Side,465,0.25,0.000635035090810018,0.8494623655913979,0.03655913978494624,0.015053763440860216
13,47,BK,Bensonhurst,76,0.07,0.00010379068150873412,0.5,0.18421052631578946,0.013157894736842105
10,25,QN,Briarwood,48,0.16,6.555200937393733e-05,0.6041666666666666,0.125,0.020833333333333332
58,43,BK,Prospect Lefferts Gardens,322,0.2,0.000439744729550163,0.8850931677018633,0.006211180124223602,0.0
39,26,QN,Bay Terrace,192,0.17,0.00026220803749574934,0.6041666666666666,0.18229166666666666,0.005208333333333333
18,65,MN,Civic Center,178,0.12,0.00024308870142835098,0.7865168539325843,0.0898876404494382,0.016853932584269662
25,64,SI,Grant City,174,0.14,0.00023762603398052285,0.3793103448275862,0.43103448275862066,0.034482758620689655
62,23,QN,Ozone Park,108,0.07,0.000147492021091359,0.6481481481481481,0.14814814814814814,0.018518518518518517
14,53,BK,Bushwick,354,0.22,0.0004834460691327879,0.8870056497175142,0.022598870056497175,0.002824858757062147
18,56,BK,Bushwick,22,0.21,3.0044670963054613e-05,0.9090909090909091,0.0,0.0
44,34,QN,Jackson Heights,164,0.1,0.0002239693653609526,0.7012195121951219,0.08536585365853659,0.012195121951219513
4,50,BK,Greenpoint,269,0.16,0.0003673643858664405,0.8736059479553904,0.022304832713754646,0.0037174721189591076
29,74,MN,Stuyvesant Town,133,0.1,0.00018163369264028473,0.8646616541353384,0.06015037593984962,0.007518796992481203
3,25,QN,Briarwood,90,0.19,0.00012291001757613253,0.5333333333333333,0.25555555555555554,0.011111111111111112
35,50,BK,Williamsburg,137,0.1,0.00018709636008811282,0.8686131386861314,0.06569343065693431,0.0072992700729927005
65,43,BK,Prospect Lefferts Gardens,137,0.1,0.00018709636008811282,0.9124087591240876,0.0072992700729927005,0.0072992700729927005
45,34,QN,Jackson Heights,72,0.06,9.832801406090602e-05,0.7222222222222222,0.041666666666666664,0.013888888888888888
49,32,QN,Rochdale,102,0.11,0.00013929801991961684,0.8823529411764706,0.029411764705882353,0.00980392156862745
