ED,AD,borough,neighborhood,ev25_total,ev_rate,ev_weight,ev_party_dem,ev_party_rep,ev_party_oth
16,78,BX,Belmont,56,0.06,7.647734426959357e-05,0.8392857142857143,0.08928571428571429,0.0
29,73,MN,Midtown East,476,0.33,0.0006500574262915452,0.6407563025210085,0.14285714285714285,0.0273109243697479
2,66,MN,Chelsea,298,0.22,0.0004069687248631943,0.7348993288590604,0.04697986577181208,0.010067114093959731
18,87,BX,Parkchester,198,0.13,0.0002704020386674915,0.898989898989899,0.04040404040404041,0.005050505050505051
57,84,BX,Hunts Point,31,0.02,4.233567272066787e-05,0.8064516129032258,0.03225806451612903,0.0
51,77,BX,Concourse,100,0.11,0.0001365666861957028,0.93,0.03,0.01
9,48,BK,Borough Park,235,0.19,0.00032093171255990154,0.6382978723404256,0.225531914893617,0.0
17,65,MN,Chinatown,190,0.14,0.0002594767037718353,0.7526315789473684,0.02631578947368421,0.005263157894736842
18,58,BK,East Flatbush,206,0.13,0.00028132737356314775,0.9029126213592233,0.019417475728155338,0.0
57,73,MN,Upper East Side,423,0.36,0.0005776770826078228,0.6784869976359338,0.15130023640661938,0.026004728132387706
35,54,BK,Cypress Hills,193,0.11,0.0002635737043577064,0.8963730569948186,0.015544041450777202,0.010362694300518135
59,53,BK,East Williamsburg,197,0.19,0.0002690363718055345,0.9137055837563451,0.025380710659898477,0.0
43,63,SI,Graniteville,136,0.09,0.00018573069322615579,0.6102941176470589,0.25,0.014705882352941176
9,76,MN,Midtown East,425,0.23,0.0005804084163317369,0.6517647058823529,0.12705882352941175,0.021176470588235293
29,79,BX,Morrisania,55,0.03,7.511167740763654e-05,0.8909090909090909,0.03636363636363636,0.0
7,84,BX,Concourse,31,0.02,4.233567272066787e-05,0.8709677419354839,0.0,0.0
55,33,QN,Hollis,99,0.07,0.00013520101933374575,0.8383838383838383,0.0,0.010101010101010102
21,23,QN,Far Rockaway,219,0.16,0.0002990810427685891,0.7351598173515982,0.1506849315068493,0.0
3,67,MN,Upper West Side,421,0.31,0.0005749457488839088,0.836104513064133,0.05938242280285035,0.0
49,79,BX,Melrose,61,0.06,8.33056785793787e-05,0.8360655737704918,0.04918032786885246,0.0
68,46,BK,Brighton Beach,79,0.05,0.00010788768209460521,0.45569620253164556,0.22784810126582278,0.02531645569620253
7,42,BK,Prospect Park South,310,0.16,0.00042335672720667867,0.9193548387096774,0.00967741935483871,0.0064516129032258064
14,65,MN,Chinatown,53,0.05,7.238034368372248e-05,0.7358490566037735,0.05660377358490566,0.03773584905660377
58,76,MN,Yorkville,295,0.15,0.00040287172427732324,0.6813559322033899,0.09830508474576272,0.013559322033898305
40,82,BX,Westchester Square,64,0.05,8.740267916524978e-05,0.75,0.015625,0.015625
53,74,MN,Gramercy,330,0.18,0.0004506700644458192,0.8363636363636363,0.03333333333333333,0.015151515151515152
50,52,BK,Carroll Gardens,281,0.18,0.0003837523882099248,0.8718861209964412,0.042704626334519574,0.010676156583629894
17,85,BX,Soundview,140,0.13,0.0001911933606739839,0.8714285714285714,0.05714285714285714,0.0
50,50,BK,Williamsburg,203,0.13,0.00027723037297727667,0.8374384236453202,0.04926108374384237,0.0
16,57,BK,Downtown Brooklyn,384,0.27,0.0005244160749914987,0.890625,0.018229166666666668,0.013020833333333334
2,37,QN,Long Island City,320,0.17,0.00043701339582624893,0.84375,0.0375,0.009375
41,42,BK,Flatbush,395,0.26,0.0005394384104730261,0.8759493670886076,0.035443037974683546,0.005063291139240506
18,45,BK,Gravesend,29,0.13,3.960433899675381e-05,0.7241379310344828,0.10344827586206896,0.034482758620689655
25,41,BK,Midwood,239,0.14,0.0003263943800077297,0.6569037656903766,0.20920502092050208,0.0041841004184100415
31,45,BK,Homecrest,125,0.09,0.00017070835774462848,0.584,0.232,0.0
16,69,MN,Upper West Side,210,0.29,0.00028679004101097585,0.819047619047619,0.03333333333333333,0.004761904761904762
24,50,BK,Williamsburg,259,0.22,0.0003537077172468702,0.8571428571428571,0.019305019305019305,0.007722007722007722
45,66,MN,East Village,260,0.2,0.0003550733841088273,0.8269230769230769,0.023076923076923078,0.011538461538461539
21,82,BX,Country Club,220,0.19,0.00030044670963054617,0.41818181818181815,0.39090909090909093,0.02727272727272727
23,40,QN,Flushing,144,0.07,0.00019665602812181203,0.6527777777777778,0.1111111111111111,0.020833333333333332
35,36,QN,Long Island City,538,0.31,0.000734728771732881,0.7862453531598513,0.046468401486988845,0.016728624535315983
9,46,BK,Bay Ridge,238,0.15,0.0003250287131457726,0.6428571428571429,0.13445378151260504,0.01680672268907563
17,33,QN,Queens Village,263,0.15,0.00035917038469469837,0.7490494296577946,0.09885931558935361,0.0076045627376425855
3,26,QN,Queens Village,62,0.17,8.467134544133574e-05,0.7258064516129032,0.06451612903225806,0.03225806451612903
9,25,QN,Hillcrest,204,0.12,0.0002785960398392337,0.5784313725490197,0.21568627450980393,0.029411764705882353
55,82,BX,Co-op City,237,0.15,0.0003236630462838156,0.8860759493670886,0.0379746835443038,0.0
3,52,BK,Clinton Hill,61,0.21,8.33056785793787e-05,0.8688524590163934,0.01639344262295082,0.0
12,69,MN,Morningside Heights,512,0.28,0.0006992214333219983,0.875,0.013671875,0.005859375
10,57,BK,Clinton Hill,524,0.27,0.0007156094356654826,0.9141221374045801,0.007633587786259542,0.007633587786259542
14,73,MN,Murray Hill,212,0.16,0.0002895213747348899,0.6886792452830188,0.11320754716981132,0.009433962264150943
49,28,QN,Rego Park,95,0.09,0.00012973835188591766,0.6736842105263158,0.06315789473684211,0.010526315789473684
54,59,BK,Marine Park,232,0.23,0.00031683471197403045,0.5043103448275862,0.3232758620689655,0.008620689655172414
29,66,MN,West Village,228,0.2,0.00031137204452620236,0.7543859649122807,0.07894736842105263,0.021929824561403508
49,42,BK,Midwood,409,0.25,0.0005585577465404244,0.8459657701711492,0.07334963325183375,0.009779951100244499
11,61,SI,Tompkinsville,200,0.12,0.0002731333723914056,0.725,0.11,0.02
1,54,BK,East New York,17,0.04,2.3216336653269473e-05,0.8823529411764706,0.0,0.0
43,44,BK,Kensington,241,0.2,0.0003291257137316437,0.8506224066390041,0.03734439834024896,0.02074688796680498
58,52,BK,Boerum Hill,91,0.15,0.00012427568443808954,0.9120879120879121,0.0,0.0
32,43,BK,Prospect Lefferts Gardens,275,0.2,0.00037555838703818266,0.9054545454545454,0.0,0.0
52,73,MN,Upper East Side,491,0.37,0.0006705424292209007,0.6945010183299389,0.1364562118126273,0.018329938900203666
24,78,BX,Bedford Park,6,0.02,8.194001171742167e-06,1.0,0.0,0.0
5,40,QN,Flushing,52,0.04,7.101467682176546e-05,0.5769230769230769,0.09615384615384616,0.019230769230769232
37,37,QN,Sunnyside,141,0.18,0.00019255902753594095,0.8014184397163121,0.0851063829787234,0.0
75,52,BK,Prospect Heights,227,0.19,0.00031000637766424535,0.8766519823788547,0.00881057268722467,0.013215859030837005
7,50,BK,Greenpoint,246,0.17,0.00033595404804142887,0.8495934959349594,0.024390243902439025,0.0040650406504065045
26,42,BK,Flatbush,184,0.15,0.00025128270260009315,0.8967391304347826,0.02717391304347826,0.016304347826086956
3,75,MN,Upper West Side,172,0.1,0.0002348947002566088,0.7616279069767442,0.0872093023255814,0.005813953488372093
20,25,QN,Fresh Meadows,131,0.08,0.00017890235891637065,0.7557251908396947,0.12213740458015267,0.015267175572519083
36,74,MN,East Village,278,0.16,0.00037965538762405374,0.8597122302158273,0.03237410071942446,0.01079136690647482
48,61,SI,Randall Manor,65,0.11,8.876834602720682e-05,0.6,0.27692307692307694,0.0
10,76,MN,Midtown East,263,0.2,0.00035917038469469837,0.7908745247148289,0.04182509505703422,0.015209125475285171
42,53,BK,East Williamsburg,48,0.04,6.555200937393733e-05,0.9166666666666666,0.0,0.0
26,35,QN,Corona,79,0.05,0.00010788768209460521,0.8354430379746836,0.0759493670886076,0.0
43,34,QN,Jackson Heights,176,0.13,0.0002403573677044369,0.7613636363636364,0.08522727272727272,0.03409090909090909
25,74,MN,Stuyvesant Town,254,0.17,0.0003468793829370851,0.8464566929133859,0.05905511811023622,0.007874015748031496
47,75,MN,Chelsea,337,0.23,0.00046022973247951843,0.7566765578635015,0.09198813056379822,0.002967359050445104
40,43,BK,Prospect Lefferts Gardens,273,0.18,0.00037282705331426864,0.9157509157509157,0.014652014652014652,0.003663003663003663
9,45,BK,Ocean Parkway,358,0.23,0.000488908736580616,0.61731843575419,0.2206703910614525,0.013966480446927373
69,66,MN,Civic Center,375,0.3,0.0005121250732338854,0.76,0.08,0.021333333333333333
18,33,QN,Queens Village,124,0.09,0.00016934269088267147,0.8145161290322581,0.07258064516129033,0.016129032258064516
38,25,QN,Flushing,134,0.09,0.00018299935950224174,0.582089552238806,0.1865671641791045,0.022388059701492536
25,70,MN,Central Harlem,109,0.09,0.00014885768795331605,0.8440366972477065,0.0,0.0
68,73,MN,Upper East Side,452,0.35,0.0006172814216045766,0.6548672566371682,0.13495575221238937,0.024336283185840708
55,43,BK,Prospect Lefferts Gardens,197,0.15,0.0002690363718055345,0.9289340101522843,0.01015228426395939,0.0
64,65,MN,Lower East Side,261,0.15,0.0003564390509707843,0.8390804597701149,0.038314176245210725,0.01532567049808429
55,76,MN,Yorkville,372,0.21,0.0005080280726480143,0.7688172043010753,0.08870967741935484,0.010752688172043012
19,81,BX,Spuyten Duyvil,285,0.19,0.000389215055657753,0.8666666666666667,0.04912280701754386,0.010526315789473684
2,57,BK,Vinegar Hill,55,0.04,7.511167740763654e-05,0.8727272727272727,0.03636363636363636,0.01818181818181818
39,79,BX,Morrisania,16,0.02,2.1850669791312446e-05,0.6875,0.0625,0.0
56,63,SI,Bulls Head,307,0.23,0.0004192597266208076,0.41368078175895767,0.3289902280130293,0.026058631921824105
10,45,BK,Ocean Parkway,380,0.3,0.0005189534075436706,0.6394736842105263,0.23684210526315788,0.005263157894736842
44,87,BX,Castle Hill,50,0.04,6.82833430978514e-05,0.78,0.06,0.0
16,85,BX,Soundview,139,0.11,0.00018982769381202687,0.8633093525179856,0.06474820143884892,0.007194244604316547
50,48,BK,Borough Park,162,0.13,0.00022123803163703851,0.6481481481481481,0.22839506172839505,0.0
50,60,BK,East New York,40,0.04,5.4626674478281117e-05,0.95,0.0,0.0
3,87,BX,East Tremont,14,0.01,1.911933606739839e-05,0.6428571428571429,0.0,0.07142857142857142
21,79,BX,Crotona Park East,26,0.03,3.550733841088273e-05,0.7692307692307693,0.07692307692307693,0.038461538461538464
33,80,BX,Pelham Parkway,35,0.08,4.779834016849598e-05,0.6,0.11428571428571428,0.0
51,53,BK,Williamsburg,71,0.05,9.696234719894898e-05,0.9154929577464789,0.028169014084507043,0.0
60,32,QN,Rochdale,201,0.21,0.0002744990392533626,0.9402985074626866,0.004975124378109453,0.009950248756218905
39,32,QN,South Jamaica,127,0.08,0.00017343969146854256,0.905511811023622,0.031496062992125984,0.023622047244094488
23,80,BX,Pelham Gardens,212,0.13,0.0002895213747348899,0.5283018867924528,0.2971698113207547,0.03773584905660377
55,30,QN,Woodside,165,0.13,0.0002253350322229096,0.6303030303030303,0.15151515151515152,0.0
28,75,MN,Flatiron,387,0.23,0.0005285130755773698,0.7648578811369509,0.06201550387596899,0.007751937984496124
41,76,MN,Yorkville,357,0.24,0.00048754306971865896,0.6750700280112045,0.13165266106442577,0.022408963585434174
43,75,MN,Chelsea,385,0.24,0.0005257817418534557,0.7948051948051948,0.07792207792207792,0.01818181818181818
6,72,MN,Inwood,223,0.14,0.00030454371021641725,0.8251121076233184,0.02242152466367713,0.03139013452914798
44,73,MN,Upper East Side,512,0.4,0.0006992214333219983,0.662109375,0.109375,0.015625
38,78,BX,Fordham,46,0.04,6.282067565002329e-05,0.8260869565217391,0.043478260869565216,0.021739130434782608
6,86,BX,Morris Heights,46,0.03,6.282067565002329e-05,0.8478260869565217,0.021739130434782608,0.0
12,77,BX,Mount Eden,33,0.02,4.506700644458192e-05,0.8181818181818182,0.09090909090909091,0.030303030303030304
25,55,BK,Brownsville,88,0.05,0.00012017868385221845,0.9659090909090909,0.011363636363636364,0.0
56,26,QN,Auburndale,237,0.14,0.0003236630462838156,0.6160337552742616,0.22362869198312235,0.016877637130801686
54,53,BK,East Williamsburg,335,0.24,0.00045749839875560436,0.9014925373134328,0.01791044776119403,0.0
6,70,MN,West Harlem,110,0.08,0.00015022335481527308,0.7909090909090909,0.08181818181818182,0.0
58,23,QN,Broad Channel,60,0.08,8.194001171742167e-05,0.38333333333333336,0.4,0.016666666666666666
47,73,MN,Upper East Side,457,0.36,0.0006241097559143618,0.6236323851203501,0.16192560175054704,0.0175054704595186
36,73,MN,Midtown East,325,0.27,0.0004438417301360341,0.6338461538461538,0.15384615384615385,0.021538461538461538
51,43,BK,East Flatbush,80,0.08,0.00010925334895656223,0.7875,0.075,0.025
19,54,BK,Cypress Hills,87,0.1,0.00011881301699026143,0.8735632183908046,0.05747126436781609,0.0
32,76,MN,Upper East Side,670,0.39,0.0009149967975112087,0.7044776119402985,0.1253731343283582,0.008955223880597015
33,75,MN,Hell's Kitchen,179,0.12,0.000244454368290308,0.7932960893854749,0.055865921787709494,0.0
21,70,MN,Hamilton Heights,211,0.13,0.0002881557078729329,0.8815165876777251,0.009478672985781991,0.014218009478672985
24,74,MN,East Village,341,0.22,0.00046569239992734653,0.8387096774193549,0.04398826979472141,0.01466275659824047
56,42,BK,Midwood,261,0.22,0.0003564390509707843,0.7662835249042146,0.11877394636015326,0.0
17,23,QN,Broad Channel,73,0.07,9.969368092286304e-05,0.4520547945205479,0.3424657534246575,0.0136986301369863
19,74,MN,Gramercy,326,0.24,0.0004452073969979911,0.7914110429447853,0.0736196319018405,0.018404907975460124
9,69,MN,Morningside Heights,408,0.28,0.0005571920796784674,0.8235294117647058,0.012254901960784314,0.0
29,78,BX,Bedford Park,57,0.05,7.784301113155059e-05,0.7894736842105263,0.10526315789473684,0.0
33,39,QN,Corona,100,0.07,0.0001365666861957028,0.62,0.13,0.01
39,25,QN,Flushing,45,0.03,6.145500878806626e-05,0.6444444444444445,0.17777777777777778,0.0
47,55,BK,Brownsville,116,0.08,0.00015841735598701523,0.9137931034482759,0.02586206896551724,0.0
22,43,BK,Crown Heights,395,0.2,0.0005394384104730261,0.8025316455696202,0.09873417721518987,0.002531645569620253
24,76,MN,Upper East Side,640,0.35,0.0008740267916524979,0.7015625,0.115625,0.0171875
39,84,BX,Mott Haven,52,0.03,7.101467682176546e-05,0.8076923076923077,0.09615384615384616,0.0
24,37,QN,Sunnyside,209,0.11,0.00028542437414901884,0.7799043062200957,0.05741626794258373,0.004784688995215311
18,78,BX,Fordham,86,0.05,0.0001174473501283044,0.8372093023255814,0.05813953488372093,0.023255813953488372
21,45,BK,Gravesend,58,0.15,7.920867799350761e-05,0.5172413793103449,0.3793103448275862,0.0
4,32,QN,Jamaica Center,89,0.09,0.00012154435071417549,0.7303370786516854,0.0898876404494382,0.02247191011235955
67,52,BK,Park Slope,415,0.33,0.0005667517477121666,0.8698795180722891,0.014457831325301205,0.007228915662650603
31,87,BX,Parkchester,201,0.13,0.0002744990392533626,0.7910447761194029,0.06965174129353234,0.004975124378109453
67,61,MN,Financial District,236,0.12,0.0003222973794218586,0.7033898305084746,0.08050847457627118,0.0
49,87,BX,Castle Hill,122,0.09,0.0001666113571587574,0.8770491803278688,0.04918032786885246,0.01639344262295082
35,33,QN,Cambria Heights,358,0.21,0.000488908736580616,0.9301675977653632,0.0111731843575419,0.008379888268156424
36,77,BX,Concourse,54,0.04,7.37460105456795e-05,0.7407407407407407,0.1111111111111111,0.037037037037037035
53,34,QN,Elmhurst,5,0.07,6.8283343097851396e-06,0.6,0.0,0.2
58,74,MN,Gramercy,276,0.24,0.0003769240539001397,0.7753623188405797,0.07246376811594203,0.010869565217391304
14,31,QN,Arverne,53,0.03,7.238034368372248e-05,0.7547169811320755,0.11320754716981132,0.018867924528301886
45,27,QN,Whitestone,374,0.26,0.0005107594063719285,0.36363636363636365,0.3422459893048128,0.0481283422459893
32,38,QN,Woodhaven,211,0.12,0.0002881557078729329,0.6161137440758294,0.12796208530805686,0.018957345971563982
71,28,QN,Forest Hills,36,0.16,4.916400703045301e-05,0.8055555555555556,0.0,0.0
4,79,BX,East Tremont,25,0.02,3.41416715489257e-05,0.96,0.04,0.0
13,76,MN,Upper East Side,357,0.23,0.00048754306971865896,0.7002801120448179,0.11204481792717087,0.01680672268907563
7,76,MN,Upper East Side,549,0.36,0.0007497511072144084,0.7049180327868853,0.12021857923497267,0.009107468123861567
28,65,MN,Lower East Side,207,0.16,0.00028269304042510476,0.8840579710144928,0.028985507246376812,0.014492753623188406
39,81,BX,North Riverdale,223,0.17,0.00030454371021641725,0.6905829596412556,0.1210762331838565,0.008968609865470852
42,37,QN,Long Island City,289,0.23,0.00039467772310558107,0.7197231833910035,0.03806228373702422,0.006920415224913495
7,39,QN,Jackson Heights,453,0.26,0.0006186470884665336,0.7836644591611479,0.052980132450331126,0.03090507726269316
45,67,MN,Upper West Side,146,0.13,0.00019938736184572608,0.6643835616438356,0.0958904109589041,0.00684931506849315
1,25,QN,Briarwood,248,0.13,0.00033868538176534294,0.6935483870967742,0.10080645161290322,0.024193548387096774
50,59,BK,Bergen Beach,286,0.2,0.00039058072251971,0.3531468531468531,0.43006993006993005,0.01048951048951049
4,69,MN,West Harlem,34,0.04,4.6432673306538946e-05,0.9117647058823529,0.0,0.0
48,51,BK,Sunset Park,69,0.1,9.423101347503493e-05,0.7971014492753623,0.028985507246376812,0.0
19,24,QN,Richmond Hill,133,0.08,0.00018163369264028473,0.5714285714285714,0.12781954887218044,0.03007518796992481
37,59,BK,Bergen Beach,285,0.19,0.000389215055657753,0.7894736842105263,0.0912280701754386,0.017543859649122806
46,76,MN,Yorkville,340,0.22,0.0004643267330653895,0.7617647058823529,0.07941176470588235,0.026470588235294117
70,66,MN,Tribeca,313,0.21,0.00042745372779254975,0.7284345047923323,0.10223642172523961,0.022364217252396165
7,41,BK,Flatlands,183,0.13,0.00024991703573813614,0.9016393442622951,0.00546448087431694,0.0
36,58,BK,East Flatbush,102,0.1,0.00013929801991961684,0.9117647058823529,0.029411764705882353,0.0
52,58,BK,East Flatbush,91,0.07,0.00012427568443808954,0.945054945054945,0.01098901098901099,0.0
18,24,QN,Richmond Hill,55,0.06,7.511167740763654e-05,0.6,0.09090909090909091,0.01818181818181818
16,44,BK,Prospect Heights,384,0.36,0.0005244160749914987,0.9375,0.0,0.0026041666666666665
47,36,QN,Long Island City,55,0.03,7.511167740763654e-05,0.8363636363636363,0.07272727272727272,0.0
6,43,BK,Crown Heights,172,0.12,0.0002348947002566088,0.9127906976744186,0.005813953488372093,0.005813953488372093
42,70,MN,Central Harlem,63,0.09,8.603701230329276e-05,0.8095238095238095,0.015873015873015872,0.047619047619047616
60,74,MN,Flatiron,140,0.18,0.0001911933606739839,0.7214285714285714,0.09285714285714286,0.014285714285714285
15,72,MN,Inwood,201,0.13,0.0002744990392533626,0.8308457711442786,0.05970149253731343,0.01990049751243781
22,40,QN,Flushing,36,0.05,4.916400703045301e-05,0.6111111111111112,0.19444444444444445,0.0
27,87,BX,Parkchester,183,0.11,0.00024991703573813614,0.8469945355191257,0.02185792349726776,0.01092896174863388
25,77,BX,Morris Heights,18,0.02,2.4582003515226504e-05,0.9444444444444444,0.05555555555555555,0.0
38,68,MN,East Harlem,154,0.1,0.0002103126967413823,0.7922077922077922,0.05844155844155844,0.0
74,66,MN,East Village,41,0.19,5.599234134023815e-05,0.8292682926829268,0.04878048780487805,0.0
6,29,QN,Rosedale,100,0.06,0.0001365666861957028,0.85,0.04,0.01
23,42,BK,Flatbush,323,0.2,0.00044111039641212,0.9009287925696594,0.02476780185758514,0.009287925696594427
5,84,BX,Concourse,36,0.03,4.916400703045301e-05,0.7777777777777778,0.1111111111111111,0.0
39,60,BK,East New York,80,0.05,0.00010925334895656223,0.85,0.05,0.0
15,76,MN,Upper East Side,452,0.26,0.0006172814216045766,0.6969026548672567,0.12168141592920353,0.017699115044247787
58,32,QN,Rochdale,183,0.19,0.00024991703573813614,0.9398907103825137,0.01639344262295082,0.00546448087431694
45,26,QN,Whitestone,491,0.31,0.0006705424292209007,0.4989816700610998,0.2892057026476578,0.026476578411405296
25,27,QN,Kew Gardens Hills,304,0.16,0.0004151627260349365,0.7072368421052632,0.18421052631578946,0.006578947368421052
14,74,MN,Gramercy,348,0.19,0.0004752520679610457,0.8160919540229885,0.04885057471264368,0.011494252873563218
42,82,BX,City Island,148,0.09,0.00020211869556964013,0.6148648648648649,0.22972972972972974,0.013513513513513514
45,28,QN,Rego Park,215,0.15,0.000293618375320761,0.6558139534883721,0.11162790697674418,0.013953488372093023
18,75,MN,Midtown South,146,0.17,0.00019938736184572608,0.589041095890411,0.11643835616438356,0.0273972602739726
63,43,BK,Prospect Lefferts Gardens,196,0.14,0.0002676707049435775,0.8673469387755102,0.02040816326530612,0.01020408163265306
37,40,QN,Whitestone,253,0.16,0.00034551371607512805,0.391304347826087,0.3438735177865613,0.023715415019762844
43,65,MN,Little Italy,158,0.1,0.00021577536418921042,0.8544303797468354,0.03164556962025317,0.0
4,33,QN,Bellerose,219,0.16,0.0002990810427685891,0.6757990867579908,0.1050228310502283,0.0319634703196347
35,76,MN,Yorkville,442,0.25,0.0006036247529850064,0.7285067873303167,0.07013574660633484,0.011312217194570135
12,85,BX,Soundview,26,0.02,3.550733841088273e-05,0.8461538461538461,0.07692307692307693,0.0
26,46,BK,Dyker Heights,206,0.13,0.00028132737356314775,0.38349514563106796,0.4029126213592233,0.03398058252427184
5,73,MN,Midtown South,112,0.1,0.00015295468853918713,0.6785714285714286,0.11607142857142858,0.008928571428571428
26,54,BK,Cypress Hills,31,0.03,4.233567272066787e-05,0.8387096774193549,0.06451612903225806,0.0
26,87,BX,Parkchester,237,0.17,0.0003236630462838156,0.7890295358649789,0.04219409282700422,0.029535864978902954
30,46,BK,Bath Beach,27,0.08,3.687300527283975e-05,0.5555555555555556,0.4074074074074074,0.0
44,72,MN,Washington Heights,148,0.11,0.00020211869556964013,0.7905405405405406,0.060810810810810814,0.02027027027027027
46,28,QN,Rego Park,196,0.15,0.0002676707049435775,0.6428571428571429,0.11734693877551021,0.03571428571428571
53,83,BX,Wakefield,106,0.12,0.00014476068736744496,0.9056603773584906,0.009433962264150943,0.018867924528301886
46,75,MN,Chelsea,338,0.23,0.00046159539934147544,0.7988165680473372,0.05029585798816568,0.0029585798816568047
52,52,BK,Gowanus,290,0.25,0.0003960433899675381,0.8862068965517241,0.03103448275862069,0.006896551724137931
42,77,BX,Concourse,47,0.03,6.418634251198031e-05,0.851063829787234,0.02127659574468085,0.02127659574468085
28,27,QN,Kew Gardens Hills,205,0.12,0.00027996170670119074,0.6878048780487804,0.14634146341463414,0.014634146341463415
54,73,MN,Upper East Side,610,0.36,0.000833056785793787,0.6836065573770492,0.10983606557377049,0.018032786885245903
43,68,MN,East Harlem,200,0.12,0.0002731333723914056,0.815,0.025,0.005
19,86,BX,Fordham,33,0.02,4.506700644458192e-05,0.8181818181818182,0.030303030303030304,0.0
30,51,BK,Gowanus,83,0.2,0.00011335034954243332,0.9156626506024096,0.04819277108433735,0.0
4,70,MN,Hamilton Heights,184,0.11,0.00025128270260009315,0.8586956521739131,0.016304347826086956,0.010869565217391304
18,86,BX,University Heights,45,0.03,6.145500878806626e-05,0.8,0.06666666666666667,0.0
38,83,BX,Eastchester,21,0.02,2.8679004101097586e-05,1.0,0.0,0.0
39,61,SI,Graniteville,148,0.09,0.00020211869556964013,0.6418918918918919,0.22972972972972974,0.02027027027027027
63,55,BK,Ocean Hill,71,0.04,9.696234719894898e-05,0.9436619718309859,0.014084507042253521,0.0
18,51,BK,Sunset Park,216,0.14,0.000294984042182718,0.8981481481481481,0.027777777777777776,0.009259259259259259
15,81,BX,Spuyten Duyvil,155,0.12,0.00021167836360333933,0.7741935483870968,0.06451612903225806,0.0
7,23,QN,Rockaway Park,548,0.3,0.0007483854403524513,0.4233576642335766,0.3594890510948905,0.04744525547445255
26,43,BK,East Flatbush,167,0.15,0.00022806636594682367,0.6766467065868264,0.20359281437125748,0.0
21,30,QN,Woodside,358,0.19,0.000488908736580616,0.7318435754189944,0.11173184357541899,0.019553072625698324
40,28,QN,Forest Hills,203,0.12,0.00027723037297727667,0.6551724137931034,0.1330049261083744,0.014778325123152709
35,38,QN,Woodhaven,178,0.12,0.00024308870142835098,0.6797752808988764,0.10112359550561797,0.02247191011235955
41,59,BK,Bergen Beach,161,0.11,0.0002198723647750815,0.7577639751552795,0.13043478260869565,0.0
39,56,BK,Bedford Stuyvesant,238,0.17,0.0003250287131457726,0.9117647058823529,0.004201680672268907,0.008403361344537815
54,41,BK,Madison,276,0.25,0.0003769240539001397,0.5362318840579711,0.3115942028985507,0.014492753623188406
41,65,MN,NoHo,216,0.14,0.000294984042182718,0.8240740740740741,0.027777777777777776,0.009259259259259259
29,63,SI,Castleton Corners,353,0.26,0.00048208040227083087,0.45042492917847027,0.3881019830028329,0.0169971671388102
13,55,BK,Ocean Hill,102,0.07,0.00013929801991961684,0.8823529411764706,0.049019607843137254,0.00980392156862745
12,52,BK,Downtown Brooklyn,356,0.24,0.00048617740285670195,0.8286516853932584,0.03089887640449438,0.0
3,84,BX,Concourse,33,0.02,4.506700644458192e-05,0.8181818181818182,0.09090909090909091,0.0
13,44,BK,Prospect Heights,143,0.28,0.000195290361259855,0.916083916083916,0.0,0.0
27,45,BK,Homecrest,112,0.09,0.00015295468853918713,0.5267857142857143,0.2857142857142857,0.0
16,74,MN,Stuyvesant Town,285,0.15,0.000389215055657753,0.7614035087719299,0.07368421052631578,0.010526315789473684
36,43,BK,Prospect Lefferts Gardens,322,0.22,0.000439744729550163,0.9316770186335404,0.0,0.012422360248447204
44,86,BX,Mount Hope,13,0.01,1.7753669205441364e-05,0.6153846153846154,0.07692307692307693,0.0
45,60,BK,East New York,44,0.03,6.0089341926109226e-05,0.8181818181818182,0.06818181818181818,0.0
53,32,QN,Rochdale,337,0.2,0.00046022973247951843,0.9287833827893175,0.008902077151335312,0.005934718100890208
7,57,BK,Navy Yard,30,0.02,4.097000585871084e-05,0.8666666666666667,0.06666666666666667,0.03333333333333333
40,74,MN,Lower East Side,19,0.02,2.594767037718353e-05,0.7368421052631579,0.0,0.05263157894736842
1,84,BX,Mount Eden,50,0.03,6.82833430978514e-05,0.84,0.1,0.0
40,55,BK,Brownsville,56,0.05,7.647734426959357e-05,0.9464285714285714,0.03571428571428571,0.0
52,42,BK,Midwood,440,0.28,0.0006008934192610923,0.6886363636363636,0.20681818181818182,0.006818181818181818
41,35,QN,Rego Park,227,0.14,0.00031000637766424535,0.5594713656387665,0.2422907488986784,0.022026431718061675
65,68,MN,Upper East Side,206,0.12,0.00028132737356314775,0.7233009708737864,0.12135922330097088,0.009708737864077669
64,82,BX,Co-op City,331,0.2,0.00045203573130777626,0.9154078549848943,0.03927492447129909,0.015105740181268883
59,23,QN,Howard Beach,154,0.22,0.0002103126967413823,0.3181818181818182,0.525974025974026,0.01948051948051948
14,72,MN,Inwood,141,0.09,0.00019255902753594095,0.8581560283687943,0.05673758865248227,0.0070921985815602835
63,23,QN,Ozone Park,68,0.07,9.286534661307789e-05,0.6911764705882353,0.10294117647058823,0.014705882352941176
31,63,SI,Westerleigh,320,0.23,0.00043701339582624893,0.428125,0.415625,0.01875
39,80,BX,Norwood,49,0.05,6.691767623589437e-05,0.7551020408163265,0.04081632653061224,0.0
6,66,MN,Flatiron,274,0.21,0.00037419272017622565,0.7883211678832117,0.072992700729927,0.010948905109489052
1,79,BX,East Tremont,67,0.04,9.149967975112087e-05,0.8805970149253731,0.04477611940298507,0.0
