AD,ED,borough,pri_total_valid,pri_mam_share,pri_cuo_share
46,26,BK,157.0,0.4394904458598726,0.5605095541401274
46,27,BK,246.0,0.5365853658536586,0.46341463414634143
46,28,BK,124.0,0.5161290322580645,0.4838709677419355
46,29,BK,49.0,0.6122448979591837,0.3877551020408163
46,30,BK,21.0,0.6190476190476191,0.38095238095238093
46,31,BK,116.0,0.5517241379310345,0.4482758620689655
46,32,BK,45.0,0.7555555555555555,0.24444444444444446
46,33,BK,13.0,0.3076923076923077,0.6923076923076923
46,34,BK,108.0,0.5555555555555556,0.4444444444444444
46,35,BK,64.0,0.25,0.75
46,36,BK,105.0,0.2857142857142857,0.7142857142857143
46,37,BK,0.0,0.0,0.0
46,38,BK,108.0,0.5092592592592593,0.4907407407407407
46,39,BK,113.0,0.39823008849557523,0.6017699115044248
46,40,BK,166.0,0.26506024096385544,0.7349397590361446
46,41,BK,152.0,0.3092105263157895,0.6907894736842105
46,42,BK,110.0,0.4,0.6
46,43,BK,92.0,0.32608695652173914,0.6739130434782609
46,44,BK,94.0,0.4148936170212766,0.5851063829787234
46,45,BK,86.0,0.3488372093023256,0.6511627906976745
46,46,BK,99.0,0.29292929292929293,0.7070707070707071
46,47,BK,139.0,0.41007194244604317,0.5899280575539568
46,48,BK,114.0,0.47368421052631576,0.5263157894736843
46,49,BK,47.0,0.3191489361702128,0.6808510638297872
46,50,BK,152.0,0.34210526315789475,0.6578947368421053
46,51,BK,101.0,0.4158415841584158,0.5841584158415842
46,52,BK,90.0,0.37777777777777777,0.6222222222222222
46,53,BK,180.0,0.6833333333333333,0.31666666666666665
46,54,BK,58.0,0.3275862068965517,0.6724137931034483
46,55,BK,73.0,0.4520547945205479,0.547945205479452
46,56,BK,132.0,0.3181818181818182,0.6818181818181819
46,57,BK,83.0,0.26506024096385544,0.7349397590361446
46,58,BK,81.0,0.2716049382716049,0.7283950617283951
46,59,BK,75.0,0.10666666666666667,0.8933333333333333
46,60,BK,63.0,0.23809523809523808,0.7619047619047619
46,61,BK,194.0,0.31443298969072164,0.6855670103092784
46,62,BK,75.0,0.26666666666666666,0.7333333333333334
46,63,BK,91.0,0.16483516483516483,0.8351648351648352
46,64,BK,66.0,0.19696969696969696,0.803030303030303
46,65,BK,56.0,0.25,0.75
46,66,BK,60.0,0.6333333333333333,0.3666666666666667
46,67,BK,44.0,0.45454545454545453,0.5454545454545454
46,68,BK,129.0,0.7209302325581395,0.2790697674418605
46,69,BK,101.0,0.7821782178217822,0.2178217821782178
46,70,BK,117.0,0.6923076923076923,0.3076923076923077
46,71,BK,157.0,0.7707006369426752,0.2292993630573248
46,72,BK,0.0,0.0,0.0
46,73,BK,88.0,0.25,0.75
46,74,BK,0.0,0.0,0.0
46,75,BK,0.0,0.0,0.0
46,76,BK,0.0,0.0,0.0
46,77,BK,0.0,0.0,0.0
46,78,BK,0.0,0.0,0.0
47,1,BK,65.0,0.49230769230769234,0.5076923076923077
47,2,BK,129.0,0.6666666666666666,0.33333333333333337
47,3,BK,50.0,0.5,0.5
47,4,BK,125.0,0.504,0.496
47,5,BK,160.0,0.6,0.4
47,6,BK,79.0,0.6075949367088608,0.3924050632911392
47,7,BK,119.0,0.6218487394957983,0.37815126050420167
47,8,BK,65.0,0.6307692307692307,0.36923076923076925
47,9,BK,152.0,0.5986842105263158,0.4013157894736842
47,10,BK,134.0,0.7835820895522388,0.21641791044776115
47,11,BK,118.0,0.5677966101694916,0.43220338983050843
47,12,BK,172.0,0.6453488372093024,0.35465116279069764
47,13,BK,104.0,0.5673076923076923,0.4326923076923077
47,14,BK,195.0,0.48205128205128206,0.5179487179487179
47,15,BK,57.0,0.543859649122807,0.45614035087719296
47,16,BK,72.0,0.4444444444444444,0.5555555555555556
47,17,BK,15.0,0.7333333333333333,0.2666666666666667
47,18,BK,35.0,0.6285714285714286,0.37142857142857144
47,19,BK,85.0,0.6235294117647059,0.3764705882352941
47,20,BK,188.0,0.6648936170212766,0.3351063829787234
47,21,BK,119.0,0.680672268907563,0.31932773109243695
47,22,BK,106.0,0.6981132075471698,0.30188679245283023
47,23,BK,182.0,0.6373626373626373,0.3626373626373627
47,24,BK,102.0,0.7156862745098039,0.28431372549019607
47,25,BK,146.0,0.5684931506849316,0.43150684931506844
47,26,BK,174.0,0.3735632183908046,0.6264367816091954
47,27,BK,169.0,0.46153846153846156,0.5384615384615384
47,28,BK,67.0,0.43283582089552236,0.5671641791044777
47,29,BK,99.0,0.5656565656565656,0.43434343434343436
47,30,BK,64.0,0.59375,0.40625
47,31,BK,34.0,0.6176470588235294,0.38235294117647056
47,32,BK,69.0,0.6666666666666666,0.33333333333333337
47,33,BK,162.0,0.41358024691358025,0.5864197530864197
47,34,BK,197.0,0.5076142131979695,0.4923857868020305
47,35,BK,141.0,0.5177304964539007,0.4822695035460993
47,36,BK,103.0,0.46601941747572817,0.5339805825242718
47,37,BK,113.0,0.5309734513274337,0.4690265486725663
47,38,BK,130.0,0.5076923076923077,0.49230769230769234
47,39,BK,132.0,0.3939393939393939,0.6060606060606061
47,40,BK,48.0,0.4791666666666667,0.5208333333333333
47,41,BK,61.0,0.45901639344262296,0.540983606557377
47,42,BK,135.0,0.4444444444444444,0.5555555555555556
47,43,BK,199.0,0.3768844221105528,0.6231155778894473
47,44,BK,216.0,0.3287037037037037,0.6712962962962963
47,45,BK,197.0,0.4213197969543147,0.5786802030456852
47,46,BK,143.0,0.45454545454545453,0.5454545454545454
47,47,BK,178.0,0.6235955056179775,0.3764044943820225
47,48,BK,48.0,0.7083333333333334,0.29166666666666663
47,49,BK,183.0,0.5191256830601093,0.4808743169398907
47,50,BK,165.0,0.4727272727272727,0.5272727272727273
47,51,BK,23.0,0.391304347826087,0.6086956521739131
47,52,BK,73.0,0.5068493150684932,0.4931506849315068
47,53,BK,103.0,0.6504854368932039,0.3495145631067961
47,54,BK,94.0,0.48936170212765956,0.5106382978723405
47,55,BK,16.0,0.5,0.5
47,56,BK,11.0,0.45454545454545453,0.5454545454545454
47,57,BK,0.0,0.0,0.0
48,1,BK,61.0,0.3442622950819672,0.6557377049180328
48,2,BK,175.0,0.11428571428571428,0.8857142857142857
48,3,BK,206.0,0.06796116504854369,0.9320388349514563
48,4,BK,283.0,0.0706713780918728,0.9293286219081272
48,5,BK,220.0,0.22272727272727272,0.7772727272727273
48,6,BK,335.0,0.11343283582089553,0.8865671641791044
48,7,BK,377.0,0.007957559681697613,0.9920424403183024
48,8,BK,372.0,0.07526881720430108,0.9247311827956989
48,9,BK,201.0,0.05970149253731343,0.9402985074626866
48,10,BK,338.0,0.13313609467455623,0.8668639053254438
48,11,BK,161.0,0.012422360248447204,0.9875776397515528
48,12,BK,193.0,0.0,1.0
48,13,BK,342.0,0.1023391812865497,0.8976608187134503
48,14,BK,160.0,0.4625,0.5375
48,15,BK,317.0,0.3280757097791798,0.6719242902208202
48,16,BK,323.0,0.25696594427244585,0.7430340557275541
48,17,BK,11.0,0.7272727272727273,0.2727272727272727
48,18,BK,156.0,0.3141025641025641,0.6858974358974359
48,19,BK,280.0,0.5214285714285715,0.47857142857142854
48,20,BK,241.0,0.5145228215767634,0.48547717842323657
48,21,BK,81.0,0.7530864197530864,0.24691358024691357
